"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10";"Time (s) Run #11";"Angle, Ch 1+2 (rad) Run #11";"Angle, Ch 3+4 (rad) Run #11";"Output Voltage (V) Run #11";"Output Current (A) Run #11";"Time (s) Run #12";"Angle, Ch 1+2 (rad) Run #12";"Angle, Ch 3+4 (rad) Run #12";"Output Voltage (V) Run #12";"Output Current (A) Run #12";"Time (s) Run #13";"Angle, Ch 1+2 (rad) Run #13";"Angle, Ch 3+4 (rad) Run #13";"Output Voltage (V) Run #13";"Output Current (A) Run #13";"Time (s) Run #14";"Angle, Ch 1+2 (rad) Run #14";"Angle, Ch 3+4 (rad) Run #14";"Output Voltage (V) Run #14";"Output Current (A) Run #14";"Time (s) Run #15";"Angle, Ch 1+2 (rad) Run #15";"Angle, Ch 3+4 (rad) Run #15";"Output Voltage (V) Run #15";"Output Current (A) Run #15";"Time (s) Run #16";"Angle, Ch 1+2 (rad) Run #16";"Angle, Ch 3+4 (rad) Run #16";"Output Voltage (V) Run #16";"Output Current (A) Run #16";"Time (s) Run #17";"Angle, Ch 1+2 (rad) Run #17";"Angle, Ch 3+4 (rad) Run #17";"Output Voltage (V) Run #17";"Output Current (A) Run #17";"Time (s) Run #18";"Angle, Ch 1+2 (rad) Run #18";"Angle, Ch 3+4 (rad) Run #18";"Output Voltage (V) Run #18";"Output Current (A) Run #18";"Time (s) Run #19";"Angle, Ch 1+2 (rad) Run #19";"Angle, Ch 3+4 (rad) Run #19";"Output Voltage (V) Run #19";"Output Current (A) Run #19";"Time (s) Run #20";"Angle, Ch 1+2 (rad) Run #20";"Angle, Ch 3+4 (rad) Run #20";"Output Voltage (V) Run #20";"Output Current (A) Run #20";"Time (s) Run #21";"Angle, Ch 1+2 (rad) Run #21";"Angle, Ch 3+4 (rad) Run #21";"Output Voltage (V) Run #21";"Output Current (A) Run #21";"Time (s) Run #22";"Angle, Ch 1+2 (rad) Run #22";"Angle, Ch 3+4 (rad) Run #22";"Output Voltage (V) Run #22";"Output Current (A) Run #22";"Time (s) Run #23";"Angle, Ch 1+2 (rad) Run #23";"Angle, Ch 3+4 (rad) Run #23";"Output Voltage (V) Run #23";"Output Current (A) Run #23";"Time (s) Run #24";"Angle, Ch 1+2 (rad) Run #24";"Angle, Ch 3+4 (rad) Run #24";"Output Voltage (V) Run #24";"Output Current (A) Run #24"
19,850;1,658;2,601;3,999;0,220;19,850;-1,222;0,698;3,999;0,218;19,850;-1,588;0,105;3,999;0,216;19,850;-0,035;0,279;4,747;0,250;19,850;-1,239;0,838;4,747;0,227;19,850;1,449;-1,484;4,747;0,253;19,850;-1,292;1,606;4,995;0,234;19,850;-0,140;0,873;4,995;0,233;19,850;1,553;-0,349;4,995;0,241;19,850;5,236;-1,466;4,499;0,266;19,850;-1,798;-1,466;4,499;0,232;19,850;-3,526;2,129;4,499;0,236;19,850;-6,301;-0,663;4,601;0,235;19,850;-4,974;-1,344;4,601;0,231;19,850;-6,196;-0,768;4,601;0,236;19,850;3,875;0,628;4,550;0,241;19,850;6,074;-1,449;4,550;0,262;19,850;-6,423;-0,017;4,550;0,232;19,850;-6,562;0,175;4,521;0,231;19,850;1,693;1,030;4,521;0,248;19,850;5,952;0,332;4,521;0,259;19,850;1,204;-0,873;4,506;0,245;19,850;1,047;0,122;4,507;0,245;19,850;-6,318;1,868;4,506;0,236
19,900;1,885;2,653;3,999;0,224;19,900;-0,838;0,960;3,999;0,221;19,900;-1,274;0,349;3,999;0,220;19,900;0,750;-0,035;4,747;0,257;19,900;-2,007;1,152;4,747;0,229;19,900;2,147;-1,780;4,747;0,259;19,900;-1,553;1,902;4,995;0,236;19,900;-0,663;1,187;4,995;0,232;19,900;1,134;-0,192;4,995;0,237;19,900;4,416;-1,676;4,499;0,259;19,900;-3,229;-1,379;4,499;0,232;19,900;-2,199;2,182;4,499;0,235;19,900;-6,318;-0,384;4,601;0,238;19,900;-5,550;-1,030;4,601;0,233;19,900;-5,393;-0,506;4,601;0,229;19,900;5,149;0,471;4,550;0,239;19,900;5,585;-1,710;4,550;0,262;19,900;-7,016;0,244;4,550;0,225;19,900;-6,161;0,471;4,521;0,236;19,900;3,089;0,785;4,521;0,246;19,900;5,585;0,052;4,521;0,261;19,900;-0,244;-0,942;4,506;0,237;19,900;-0,384;0,017;4,507;0,242;19,900;-5,637;2,147;4,506;0,235
19,950;2,025;2,635;3,999;0,224;19,950;-0,436;1,222;3,999;0,215;19,950;-0,925;0,611;3,999;0,210;19,950;1,518;-0,349;4,747;0,257;19,950;-2,653;1,466;4,747;0,232;19,950;2,705;-2,042;4,747;0,259;19,950;-1,693;2,129;4,995;0,239;19,950;-1,134;1,536;4,995;0,234;19,950;0,663;0,017;4,995;0,234;19,950;3,351;-1,868;4,499;0,248;19,950;-4,538;-1,239;4,499;0,229;19,950;-0,750;2,164;4,499;0,237;19,950;-6,056;-0,140;4,601;0,236;19,950;-5,829;-0,733;4,601;0,236;19,950;-4,328;-0,262;4,601;0,230;19,950;6,178;0,279;4,550;0,247;19,950;4,782;-1,937;4,550;0,262;19,950;-7,295;0,524;4,550;0,236;19,950;-5,445;0,768;4,521;0,235;19,950;4,346;0,524;4,521;0,252;19,950;4,922;-0,244;4,521;0,258;19,950;-1,728;-0,942;4,506;0,232;19,950;-1,780;-0,035;4,507;0,237;19,950;-4,695;2,374;4,506;0,234
20,000;2,094;2,566;3,999;0,233;20,000;0,000;1,484;3,999;0,218;20,000;-0,593;0,873;3,999;0,209;20,000;2,234;-0,663;4,747;0,259;20,000;-3,159;1,780;4,747;0,231;20,000;3,107;-2,269;4,747;0,256;20,000;-1,676;2,269;4,995;0,240;20,000;-1,518;1,868;4,995;0,234;20,000;0,157;0,297;4,995;0,235;20,000;2,077;-1,990;4,499;0,247;20,000;-5,690;-1,047;4,499;0,229;20,000;0,733;2,059;4,499;0,240;20,000;-5,498;0,052;4,601;0,236;20,000;-5,829;-0,471;4,601;0,235;20,000;-3,037;-0,105;4,601;0,241;20,000;6,929;0,017;4,550;0,255;20,000;3,735;-2,147;4,550;0,253;20,000;-7,261;0,820;4,550;0,231;20,000;-4,468;1,047;4,521;0,228;20,000;5,376;0,227;4,521;0,263;20,000;3,997;-0,506;4,521;0,261;20,000;-3,176;-0,890;4,506;0,230;20,000;-3,107;-0,035;4,506;0,233;20,000;-3,508;2,531;4,506;0,235
20,050;2,077;2,426;3,999;0,235;20,050;0,436;1,745;3,999;0,220;20,050;-0,244;1,117;3,999;0,215;20,050;2,827;-0,960;4,747;0,259;20,050;-3,473;2,077;4,747;0,237;20,050;3,316;-2,443;4,747;0,257;20,050;-1,536;2,304;4,995;0,244;20,050;-1,815;2,182;4,995;0,234;20,050;-0,349;0,611;4,995;0,233;20,050;0,681;-2,077;4,499;0,238;20,050;-6,597;-0,820;4,499;0,234;20,050;2,199;1,868;4,499;0,243;20,050;-4,712;0,175;4,601;0,235;20,050;-5,533;-0,244;4,601;0,236;20,050;-1,606;-0,017;4,601;0,228;20,050;7,365;-0,262;4,550;0,256;20,050;2,461;-2,286;4,550;0,249;20,050;-6,912;1,117;4,550;0,234;20,050;-3,264;1,292;4,521;0,236;20,050;6,144;-0,070;4,521;0,259;20,050;2,880;-0,750;4,521;0,259;20,050;-4,503;-0,785;4,506;0,228;20,050;-4,276;0,035;4,506;0,230;20,050;-2,147;2,618;4,506;0,230
20,100;1,972;2,251;3,999;0,237;20,100;0,855;1,955;3,999;0,216;20,100;0,105;1,361;3,999;0,213;20,100;3,281;-1,204;4,747;0,262;20,100;-3,578;2,321;4,747;0,233;20,100;3,316;-2,566;4,747;0,253;20,100;-1,292;2,217;4,995;0,247;20,100;-2,007;2,426;4,995;0,240;20,100;-0,820;0,942;4,995;0,232;20,100;-0,803;-2,094;4,499;0,235;20,100;-7,243;-0,559;4,499;0,233;20,100;3,543;1,641;4,499;0,252;20,100;-3,700;0,192;4,601;0,237;20,100;-4,974;-0,087;4,601;0,235;20,100;-0,087;0,000;4,601;0,231;20,100;7,435;-0,541;4,550;0,263;20,100;1,065;-2,409;4,550;0,245;20,100;-6,248;1,379;4,550;0,235;20,100;-1,868;1,501;4,521;0,228;20,100;6,597;-0,349;4,521;0,264;20,100;1,606;-0,960;4,521;0,252;20,100;-5,655;-0,628;4,506;0,228;20,100;-5,236;0,157;4,506;0,229;20,100;-0,663;2,635;4,506;0,231
20,150;1,780;2,042;3,999;0,239;20,150;1,257;2,112;3,999;0,223;20,150;0,419;1,588;3,999;0,215;20,150;3,560;-1,414;4,747;0,259;20,150;-3,473;2,513;4,747;0,242;20,150;3,124;-2,618;4,747;0,247;20,150;-0,942;2,059;4,995;0,249;20,150;-2,042;2,601;4,995;0,238;20,150;-1,222;1,292;4,994;0,235;20,150;-2,269;-2,077;4,499;0,237;20,150;-7,575;-0,279;4,499;0,239;20,150;4,677;1,361;4,499;0,258;20,150;-2,513;0,140;4,601;0,237;20,150;-4,171;-0,017;4,601;0,232;20,150;1,414;-0,070;4,601;0,225;20,150;7,156;-0,820;4,550;0,264;20,150;-0,436;-2,443;4,550;0,239;20,150;-5,341;1,623;4,550;0,232;20,150;-0,367;1,623;4,521;0,229;20,150;6,702;-0,611;4,521;0,264;20,150;0,209;-1,117;4,521;0,248;20,150;-6,580;-0,436;4,506;0,228;20,150;-5,952;0,314;4,506;0,232;20,150;0,873;2,566;4,506;0,237
20,200;1,536;1,815;3,999;0,243;20,200;1,588;2,234;3,999;0,223;20,200;0,698;1,780;3,999;0,212;20,200;3,665;-1,571;4,747;0,254;20,200;-3,176;2,618;4,747;0,237;20,200;2,740;-2,618;4,747;0,238;20,200;-0,506;1,798;4,995;0,252;20,200;-1,955;2,688;4,995;0,241;20,200;-1,553;1,606;4,995;0,234;20,200;-3,683;-1,990;4,499;0,227;20,200;-7,575;0,017;4,499;0,235;20,200;5,550;1,082;4,499;0,260;20,200;-1,239;0,000;4,601;0,240;20,200;-3,159;-0,035;4,601;0,236;20,200;2,845;-0,227;4,601;0,253;20,200;6,545;-1,100;4,550;0,259;20,200;-1,937;-2,443;4,550;0,231;20,200;-4,189;1,798;4,550;0,230;20,200;1,187;1,676;4,521;0,232;20,200;6,458;-0,838;4,521;0,259;20,200;-1,222;-1,239;4,521;0,242;20,200;-7,208;-0,192;4,506;0,230;20,200;-6,388;0,524;4,506;0,234;20,200;2,356;2,426;4,506;0,239
20,250;1,222;1,571;3,999;0,245;20,250;1,868;2,286;3,999;0,223;20,250;0,925;1,920;3,999;0,213;20,250;3,560;-1,658;4,747;0,251;20,250;-2,705;2,635;4,747;0,241;20,250;2,199;-2,548;4,747;0,238;20,250;-0,017;1,501;4,995;0,258;20,250;-1,728;2,653;4,995;0,242;20,250;-1,745;1,885;4,995;0,235;20,250;-4,957;-1,850;4,499;0,234;20,250;-7,261;0,314;4,499;0,238;20,250;6,144;0,785;4,499;0,265;20,250;0,087;-0,209;4,601;0,245;20,250;-1,990;-0,140;4,601;0,241;20,250;4,102;-0,419;4,601;0,206;20,250;5,655;-1,344;4,550;0,259;20,250;-3,386;-2,391;4,550;0,230;20,250;-2,845;1,902;4,550;0,233;20,250;2,688;1,658;4,521;0,233;20,250;5,882;-1,030;4,521;0,259;20,250;-2,618;-1,309;4,521;0,234;20,250;-7,557;0,070;4,506;0,231;20,250;-6,510;0,768;4,506;0,233;20,250;3,700;2,217;4,506;0,248
20,300;0,873;1,309;3,999;0,244;20,300;2,059;2,269;3,999;0,231;20,300;1,100;1,990;3,999;0,217;20,300;3,264;-1,693;4,747;0,242;20,300;-2,077;2,566;4,747;0,238;20,300;1,536;-2,409;4,747;0,229;20,300;0,489;1,169;4,995;0,260;20,300;-1,414;2,513;4,995;0,245;20,300;-1,815;2,094;4,995;0,237;20,300;-6,021;-1,676;4,499;0,230;20,300;-6,650;0,576;4,499;0,238;20,300;6,388;0,506;4,499;0,264;20,300;1,379;-0,471;4,601;0,247;20,300;-0,716;-0,314;4,601;0,240;20,300;5,149;-0,646;4,601;0,258;20,300;4,538;-1,553;4,550;0,254;20,300;-4,712;-2,269;4,550;0,229;20,300;-1,396;1,937;4,550;0,227;20,300;4,049;1,553;4,521;0,237;20,300;5,061;-1,169;4,521;0,249;20,300;-3,944;-1,326;4,521;0,235;20,300;-7,575;0,349;4,506;0,234;20,300;-6,336;1,047;4,506;0,234;20,300;4,852;1,955;4,506;0,251
20,350;0,489;1,065;3,999;0,242;20,350;2,164;2,182;3,999;0,226;20,350;1,222;2,025;3,999;0,219;20,350;2,810;-1,658;4,747;0,241;20,350;-1,344;2,409;4,747;0,245;20,350;0,768;-2,234;4,747;0,229;20,350;0,977;0,820;4,995;0,260;20,350;-0,995;2,304;4,995;0,247;20,350;-1,745;2,217;4,995;0,240;20,350;-6,824;-1,449;4,499;0,231;20,350;-5,742;0,820;4,499;0,231;20,350;6,283;0,227;4,499;0,267;20,350;2,566;-0,750;4,601;0,256;20,350;0,576;-0,541;4,601;0,251;20,350;5,899;-0,908;4,601;0,262;20,350;3,229;-1,710;4,550;0,249;20,350;-5,829;-2,112;4,550;0,230;20,350;0,122;1,885;4,550;0,232;20,350;5,236;1,379;4,521;0,245;20,350;3,997;-1,257;4,521;0,244;20,350;-5,096;-1,274;4,521;0,232;20,350;-7,261;0,646;4,506;0,232;20,350;-5,864;1,361;4,506;0,235;20,350;5,760;1,676;4,506;0,257
20,400;0,087;0,820;3,999;0,243;20,400;2,164;2,042;3,999;0,233;20,400;1,274;1,990;3,999;0,229;20,400;2,217;-1,553;4,747;0,237;20,400;-0,524;2,182;4,747;0,246;20,400;-0,052;-1,990;4,747;0,231;20,400;1,431;0,506;4,995;0,262;20,400;-0,506;2,025;4,995;0,253;20,400;-1,553;2,217;4,994;0,239;20,400;-7,348;-1,187;4,499;0,237;20,400;-4,608;1,012;4,499;0,231;20,400;5,847;0,000;4,499;0,257;20,400;3,560;-1,047;4,601;0,259;20,400;1,833;-0,820;4,601;0,251;20,400;6,336;-1,204;4,601;0,278;20,400;1,798;-1,850;4,550;0,246;20,400;-6,702;-1,902;4,550;0,230;20,400;1,588;1,745;4,550;0,241;20,400;6,178;1,169;4,521;0,251;20,400;2,758;-1,292;4,521;0,241;20,400;-6,056;-1,169;4,521;0,225;20,400;-6,650;0,942;4,506;0,235;20,400;-5,114;1,658;4,506;0,234;20,400;6,336;1,396;4,507;0,262
20,450;-0,332;0,611;3,999;0,237;20,450;2,077;1,868;3,999;0,238;20,450;1,257;1,902;3,999;0,228;20,450;1,518;-1,396;4,747;0,227;20,450;0,332;1,920;4,747;0,252;20,450;-0,873;-1,710;4,747;0,231;20,450;1,815;0,209;4,995;0,261;20,450;0,000;1,710;4,995;0,259;20,450;-1,257;2,129;4,995;0,244;20,450;-7,540;-0,908;4,499;0,233;20,450;-3,281;1,117;4,499;0,236;20,450;5,114;-0,192;4,499;0,257;20,450;4,311;-1,344;4,601;0,260;20,450;2,967;-1,134;4,601;0,257;20,450;6,423;-1,484;4,601;0,254;20,450;0,314;-1,920;4,550;0,236;20,450;-7,295;-1,676;4,550;0,230;20,450;2,932;1,571;4,550;0,242;20,450;6,807;0,908;4,521;0,262;20,450;1,396;-1,257;4,521;0,234;20,450;-6,754;-1,030;4,521;0,236;20,450;-5,777;1,204;4,506;0,234;20,450;-4,102;1,955;4,506;0,234;20,450;6,580;1,100;4,507;0,264
20,500;-0,733;0,419;3,999;0,239;20,500;1,902;1,641;3,999;0,247;20,500;1,187;1,745;3,999;0,229;20,500;0,750;-1,169;4,747;0,232;20,500;1,187;1,606;4,747;0,257;20,500;-1,641;-1,396;4,747;0,229;20,500;2,094;-0,017;4,995;0,261;20,500;0,524;1,379;4,995;0,257;20,500;-0,855;1,937;4,995;0,249;20,500;-7,418;-0,611;4,499;0,234;20,500;-1,815;1,152;4,499;0,228;20,500;4,136;-0,332;4,499;0,255;20,500;4,782;-1,623;4,601;0,262;20,500;3,892;-1,431;4,601;0,259;20,500;6,144;-1,763;4,601;0,269;20,500;-1,152;-1,937;4,550;0,238;20,500;-7,557;-1,396;4,550;0,236;20,500;4,084;1,326;4,550;0,248;20,500;7,086;0,628;4,521;0,263;20,500;-0,017;-1,169;4,521;0,233;20,500;-7,191;-0,838;4,521;0,226;20,500;-4,643;1,431;4,506;0,230;20,500;-2,897;2,217;4,506;0,229;20,500;6,440;0,820;4,507;0,266
20,550;-1,100;0,262;3,999;0,237;20,550;1,641;1,396;3,999;0,244;20,550;1,047;1,571;3,999;0,235;20,550;-0,035;-0,908;4,747;0,229;20,550;1,990;1,292;4,747;0,255;20,550;-2,339;-1,082;4,747;0,234;20,550;2,251;-0,209;4,995;0,254;20,550;1,030;1,047;4,995;0,265;20,550;-0,384;1,676;4,995;0,250;20,550;-6,964;-0,314;4,499;0,237;20,550;-0,314;1,100;4,499;0,237;20,550;2,950;-0,419;4,499;0,242;20,550;4,939;-1,885;4,601;0,261;20,550;4,590;-1,728;4,601;0,262;20,550;5,533;-2,025;4,601;0,257;20,550;-2,548;-1,902;4,550;0,235;20,550;-7,505;-1,100;4,550;0,232;20,550;4,992;1,065;4,550;0,261;20,550;7,016;0,332;4,521;0,266;20,550;-1,414;-1,030;4,521;0,229;20,550;-7,313;-0,611;4,521;0,232;20,550;-3,316;1,588;4,506;0,235;20,550;-1,536;2,426;4,506;0,234;20,550;5,986;0,576;4,507;0,262
20,600;-1,431;0,122;3,999;0,229;20,600;1,309;1,134;3,999;0,240;20,600;0,855;1,361;3,999;0,239;20,600;-0,803;-0,593;4,747;0,236;20,600;2,688;0,995;4,747;0,263;20,600;-2,915;-0,768;4,746;0,232;20,600;2,286;-0,314;4,995;0,253;20,600;1,449;0,733;4,995;0,262;20,600;0,122;1,361;4,995;0,253;20,600;-6,213;-0,035;4,499;0,236;20,600;1,187;0,977;4,499;0,244;20,600;1,623;-0,454;4,499;0,241;20,600;4,782;-2,094;4,601;0,261;20,600;4,992;-1,990;4,601;0,261;20,600;4,660;-2,234;4,601;0,256;20,600;-3,805;-1,815;4,550;0,228;20,600;-7,121;-0,803;4,550;0,237;20,600;5,603;0,768;4,550;0,267;20,600;6,580;0,052;4,521;0,266;20,600;-2,723;-0,838;4,521;0,229;20,600;-7,121;-0,332;4,521;0,232;20,600;-1,868;1,693;4,506;0,230;20,600;-0,070;2,566;4,506;0,228;20,600;5,219;0,367;4,507;0,256
20,650;-1,710;0,035;3,999;0,233;20,650;0,908;0,873;3,999;0,248;20,650;0,628;1,117;3,999;0,239;20,650;-1,501;-0,279;4,747;0,228;20,650;3,246;0,716;4,747;0,257;20,650;-3,334;-0,471;4,746;0,235;20,650;2,182;-0,367;4,995;0,248;20,650;1,798;0,471;4,995;0,257;20,650;0,646;1,030;4,995;0,258;20,650;-5,201;0,209;4,499;0,234;20,650;2,566;0,785;4,499;0,243;20,650;0,209;-0,436;4,499;0,237;20,650;4,311;-2,269;4,601;0,255;20,650;5,079;-2,234;4,601;0,261;20,650;3,543;-2,409;4,601;0,251;20,650;-4,835;-1,676;4,550;0,227;20,650;-6,423;-0,524;4,550;0,236;20,650;5,882;0,471;4,550;0,263;20,650;5,847;-0,209;4,521;0,264;20,650;-3,875;-0,593;4,521;0,233;20,650;-6,650;-0,052;4,521;0,232;20,650;-0,332;1,710;4,506;0,231;20,650;1,414;2,618;4,506;0,230;20,650;4,206;0,192;4,506;0,251
20,700;-1,937;-0,017;3,999;0,228;20,700;0,454;0,628;3,999;0,244;20,700;0,349;0,873;3,999;0,241;20,700;-2,094;0,035;4,747;0,233;20,700;3,613;0,471;4,747;0,263;20,700;-3,543;-0,244;4,747;0,237;20,700;1,955;-0,332;4,995;0,247;20,700;2,025;0,262;4,995;0,258;20,700;1,134;0,716;4,995;0,262;20,700;-3,962;0,401;4,499;0,232;20,700;3,752;0,541;4,499;0,254;20,700;-1,239;-0,349;4,499;0,231;20,700;3,595;-2,374;4,601;0,248;20,700;4,869;-2,409;4,601;0,258;20,700;2,251;-2,531;4,601;0,229;20,700;-5,620;-1,501;4,550;0,230;20,700;-5,463;-0,262;4,550;0,230;20,700;5,777;0,192;4,550;0,265;20,700;4,852;-0,454;4,521;0,259;20,700;-4,835;-0,332;4,521;0,231;20,700;-5,882;0,262;4,521;0,231;20,700;1,187;1,641;4,506;0,235;20,700;2,827;2,601;4,506;0,231;20,700;3,002;0,070;4,507;0,247
20,750;-2,077;-0,035;3,999;0,224;20,750;-0,017;0,384;3,999;0,245;20,750;0,035;0,611;3,999;0,243;20,750;-2,531;0,349;4,747;0,232;20,750;3,770;0,262;4,747;0,257;20,750;-3,543;-0,070;4,747;0,235;20,750;1,623;-0,227;4,995;0,238;20,750;2,112;0,122;4,995;0,254;20,750;1,588;0,384;4,995;0,260;20,750;-2,566;0,524;4,499;0,230;20,750;4,695;0,262;4,499;0,263;20,750;-2,618;-0,227;4,499;0,233;20,750;2,670;-2,443;4,601;0,245;20,750;4,363;-2,548;4,601;0,252;20,750;0,855;-2,618;4,601;0,237;20,750;-6,091;-1,274;4,550;0,231;20,750;-4,241;-0,035;4,550;0,232;20,750;5,323;-0,070;4,550;0,261;20,750;3,630;-0,663;4,521;0,254;20,750;-5,515;-0,035;4,521;0,233;20,750;-4,887;0,559;4,521;0,234;20,750;2,583;1,518;4,506;0,237;20,750;4,136;2,496;4,506;0,238;20,750;1,641;0,000;4,506;0,239
20,800;-2,129;0,000;3,999;0,224;20,800;-0,489;0,157;3,999;0,242;20,800;-0,279;0,367;3,999;0,242;20,800;-2,827;0,611;4,747;0,237;20,800;3,718;0,122;4,747;0,253;20,800;-3,351;0,017;4,747;0,240;20,800;1,204;-0,070;4,995;0,236;20,800;2,059;0,035;4,995;0,253;20,800;1,937;0,105;4,995;0,261;20,800;-1,047;0,559;4,499;0,231;20,800;5,341;-0,017;4,499;0,262;20,800;-3,875;-0,035;4,499;0,232;20,800;1,571;-2,443;4,601;0,237;20,800;3,630;-2,635;4,601;0,247;20,800;-0,611;-2,653;4,601;0,249;20,800;-6,266;-1,012;4,550;0,238;20,800;-2,862;0,105;4,550;0,230;20,800;4,573;-0,297;4,550;0,259;20,800;2,269;-0,820;4,521;0,248;20,800;-5,899;0,262;4,521;0,233;20,800;-3,683;0,820;4,521;0,225;20,800;3,805;1,326;4,506;0,246;20,800;5,219;2,339;4,506;0,242;20,800;0,192;0,000;4,506;0,237
20,850;-2,112;0,070;3,999;0,225;20,850;-0,960;-0,017;3,999;0,236;20,850;-0,628;0,140;3,999;0,239;20,850;-2,915;0,820;4,747;0,238;20,850;3,456;0,017;4,747;0,253;20,850;-2,985;0,017;4,747;0,238;20,850;0,716;0,175;4,995;0,236;20,850;1,885;0,017;4,995;0,243;20,850;2,199;-0,122;4,995;0,259;20,850;0,489;0,506;4,499;0,237;20,850;5,655;-0,314;4,500;0,272;20,850;-4,957;0,192;4,499;0,233;20,850;0,349;-2,391;4,601;0,234;20,850;2,688;-2,653;4,601;0,237;20,850;-2,059;-2,635;4,601;0,210;20,850;-6,091;-0,733;4,550;0,232;20,850;-1,344;0,192;4,550;0,231;20,850;3,560;-0,471;4,550;0,250;20,850;0,803;-0,925;4,521;0,243;20,850;-5,986;0,559;4,521;0,236;20,850;-2,321;1,047;4,521;0,229;20,850;4,800;1,082;4,506;0,252;20,850;6,074;2,112;4,506;0,252;20,850;-1,292;0,035;4,506;0,231
20,900;-2,007;0,192;3,999;0,222;20,900;-1,396;-0,175;3,999;0,237;20,900;-0,960;-0,070;3,999;0,235;20,900;-2,810;0,925;4,747;0,238;20,900;3,019;-0,017;4,747;0,238;20,900;-2,443;-0,087;4,747;0,242;20,900;0,209;0,454;4,995;0,235;20,900;1,571;0,087;4,995;0,240;20,900;2,304;-0,297;4,995;0,256;20,900;1,972;0,384;4,499;0,238;20,900;5,603;-0,593;4,499;0,263;20,900;-5,794;0,454;4,499;0,233;20,900;-0,925;-2,269;4,601;0,231;20,900;1,588;-2,618;4,601;0,234;20,900;-3,421;-2,566;4,601;0,227;20,900;-5,637;-0,436;4,550;0,225;20,900;0,227;0,192;4,550;0,234;20,900;2,356;-0,611;4,550;0,250;20,900;-0,698;-0,977;4,521;0,236;20,900;-5,742;0,838;4,521;0,239;20,900;-0,855;1,222;4,521;0,220;20,900;5,498;0,820;4,506;0,255;20,900;6,615;1,850;4,506;0,252;20,900;-2,705;0,140;4,506;0,230
20,950;-1,850;0,332;3,999;0,224;20,950;-1,798;-0,279;3,999;0,229;20,950;-1,274;-0,262;3,999;0,233;20,950;-2,548;0,960;4,747;0,235;20,950;2,409;0,017;4,747;0,241;20,950;-1,798;-0,262;4,747;0,242;20,950;-0,297;0,768;4,995;0,233;20,950;1,187;0,227;4,995;0,236;20,950;2,286;-0,401;4,995;0,252;20,950;3,299;0,192;4,499;0,248;20,950;5,184;-0,855;4,499;0,265;20,950;-6,336;0,733;4,499;0,234;20,950;-2,182;-2,112;4,601;0,232;20,950;0,401;-2,513;4,601;0,230;20,950;-4,643;-2,443;4,601;0,240;20,950;-4,869;-0,140;4,550;0,242;20,950;1,745;0,105;4,550;0,232;20,950;0,995;-0,698;4,550;0,243;20,950;-2,164;-0,977;4,521;0,235;20,950;-5,201;1,065;4,521;0,236;20,950;0,628;1,326;4,521;0,236;20,950;5,882;0,541;4,507;0,260;20,950;6,824;1,553;4,507;0,264;20,950;-3,979;0,297;4,506;0,231
